Code commune;Libellé commune;Libellé région;Libellé typologie;Population municipale 2016
01408;Simandre-sur-Suran;Auvergne-Rhône-Alpes;Communes peu denses;677
01410;Sonthonnax-la-Montagne;Auvergne-Rhône-Alpes;Communes très peu denses;318
01411;Souclin;Auvergne-Rhône-Alpes;Communes très peu denses;268
01412;Sulignat;Auvergne-Rhône-Alpes;Communes peu denses;577
01415;Talissieu;Auvergne-Rhône-Alpes;Communes peu denses;448
01416;Tenay;Auvergne-Rhône-Alpes;Communes peu denses;1 044
01418;Thil;Auvergne-Rhône-Alpes;Communes de densité intermédiaire;1 072
01419;Thoiry;Auvergne-Rhône-Alpes;Communes de densité intermédiaire;6 094
01420;Thoissey;Auvergne-Rhône-Alpes;Communes peu denses;1 725
01421;Torcieu;Auvergne-Rhône-Alpes;Communes peu denses;725
01422;Tossiat;Auvergne-Rhône-Alpes;Communes peu denses;1 366
01423;Toussieux;Auvergne-Rhône-Alpes;Communes de densité intermédiaire;1 002
01424;Tramoyes;Auvergne-Rhône-Alpes;Communes peu denses;1 664
01425;La Tranclière;Auvergne-Rhône-Alpes;Communes très peu denses;289
01426;Val-Revermont;Auvergne-Rhône-Alpes;Communes peu denses;2 581
01427;Trévoux;Auvergne-Rhône-Alpes;Communes de densité intermédiaire;6 849
01428;Valeins;Auvergne-Rhône-Alpes;Communes très peu denses;131
01429;Vandeins;Auvergne-Rhône-Alpes;Communes peu denses;685
01430;Varambon;Auvergne-Rhône-Alpes;Communes peu denses;531
01431;Vaux-en-Bugey;Auvergne-Rhône-Alpes;Communes de densité intermédiaire;1 228
01432;Verjon;Auvergne-Rhône-Alpes;Communes peu denses;278
01433;Vernoux;Auvergne-Rhône-Alpes;Communes très peu denses;324
01434;Versailleux;Auvergne-Rhône-Alpes;Communes peu denses;421
01435;Versonnex;Auvergne-Rhône-Alpes;Communes de densité intermédiaire;2 186
01436;Vesancy;Auvergne-Rhône-Alpes;Communes de densité intermédiaire;490
01437;Vescours;Auvergne-Rhône-Alpes;Communes très peu denses;250
01439;Vésines;Auvergne-Rhône-Alpes;Communes très peu denses;99
01441;Vieu-d'Izenave;Auvergne-Rhône-Alpes;Communes peu denses;699
01443;Villars-les-Dombes;Auvergne-Rhône-Alpes;Communes peu denses;4 628
01444;Villebois;Auvergne-Rhône-Alpes;Communes peu denses;1 160
01445;Villemotier;Auvergne-Rhône-Alpes;Communes peu denses;677
01446;Villeneuve;Auvergne-Rhône-Alpes;Communes peu denses;1 481
01447;Villereversure;Auvergne-Rhône-Alpes;Communes peu denses;1 275
01448;Villes;Auvergne-Rhône-Alpes;Communes peu denses;365
01449;Villette-sur-Ain;Auvergne-Rhône-Alpes;Communes peu denses;751
01450;Villieu-Loyes-Mollon;Auvergne-Rhône-Alpes;Communes de densité intermédiaire;3 586
01451;Viriat;Auvergne-Rhône-Alpes;Communes peu denses;6 350
01452;Virieu-le-Grand;Auvergne-Rhône-Alpes;Communes peu denses;1 056
01453;Arvière-en-Valromey;Auvergne-Rhône-Alpes;Communes très peu denses;716
01454;Virignin;Auvergne-Rhône-Alpes;Communes peu denses;1 089
01456;Vongnes;Auvergne-Rhône-Alpes;Communes peu denses;70
01457;Vonnas;Auvergne-Rhône-Alpes;Communes peu denses;2 929
02001;Abbécourt;Hauts-de-France;Communes peu denses;496
02002;Achery;Hauts-de-France;Communes peu denses;602
02003;Acy;Hauts-de-France;Communes peu denses;1 008
02004;Agnicourt-et-Séchelles;Hauts-de-France;Communes très peu denses;179
02005;Aguilcourt;Hauts-de-France;Communes peu denses;391
02006;Aisonville-et-Bernoville;Hauts-de-France;Communes peu denses;251
02007;Aizelles;Hauts-de-France;Communes très peu denses;123
02008;Aizy-Jouy;Hauts-de-France;Communes très peu denses;289
02009;Alaincourt;Hauts-de-France;Communes peu denses;546
02010;Allemant;Hauts-de-France;Communes très peu denses;175
02011;Ambleny;Hauts-de-France;Communes peu denses;1 162
02012;Ambrief;Hauts-de-France;Communes très peu denses;69
02013;Amifontaine;Hauts-de-France;Communes peu denses;413
02014;Amigny-Rouy;Hauts-de-France;Communes peu denses;741
02015;Ancienville;Hauts-de-France;Communes très peu denses;76
02016;Andelain;Hauts-de-France;Communes peu denses;234
02017;Anguilcourt-le-Sart;Hauts-de-France;Communes peu denses;313
02018;Anizy-le-Grand;Hauts-de-France;Communes peu denses;2 527
02019;Annois;Hauts-de-France;Communes peu denses;365
02020;Any-Martin-Rieux;Hauts-de-France;Communes peu denses;456
02021;Archon;Hauts-de-France;Communes très peu denses;89
02022;Arcy-Sainte-Restitue;Hauts-de-France;Communes très peu denses;403
02023;Armentières-sur-Ourcq;Hauts-de-France;Communes très peu denses;105
02024;Arrancy;Hauts-de-France;Communes très peu denses;53
02025;Artemps;Hauts-de-France;Communes peu denses;369
02027;Assis-sur-Serre;Hauts-de-France;Communes très peu denses;226
02028;Athies-sous-Laon;Hauts-de-France;Communes peu denses;2 600
02029;Attilly;Hauts-de-France;Communes peu denses;368
02030;Aubencheul-aux-Bois;Hauts-de-France;Communes très peu denses;277
02031;Aubenton;Hauts-de-France;Communes peu denses;654
02032;Aubigny-aux-Kaisnes;Hauts-de-France;Communes très peu denses;249
02033;Aubigny-en-Laonnois;Hauts-de-France;Communes très peu denses;106
02034;Audignicourt;Hauts-de-France;Communes très peu denses;113
02035;Audigny;Hauts-de-France;Communes très peu denses;283
02036;Augy;Hauts-de-France;Communes très peu denses;87
02037;Aulnois-sous-Laon;Hauts-de-France;Communes peu denses;1 440
02038;Les Autels;Hauts-de-France;Communes très peu denses;58
02039;Autremencourt;Hauts-de-France;Communes très peu denses;169
02040;Autreppes;Hauts-de-France;Communes très peu denses;179
02041;Autreville;Hauts-de-France;Communes de densité intermédiaire;815
02042;Azy-sur-Marne;Hauts-de-France;Communes peu denses;390
02043;Bagneux;Hauts-de-France;Communes très peu denses;71
02044;Bancigny;Hauts-de-France;Communes très peu denses;26
02046;Barenton-Bugny;Hauts-de-France;Communes peu denses;550
02047;Barenton-Cel;Hauts-de-France;Communes très peu denses;117
02048;Barenton-sur-Serre;Hauts-de-France;Communes très peu denses;130
02049;Barisis-aux-Bois;Hauts-de-France;Communes peu denses;743
02050;Barzy-en-Thiérache;Hauts-de-France;Communes peu denses;325
02051;Barzy-sur-Marne;Hauts-de-France;Communes peu denses;381
02052;Bassoles-Aulers;Hauts-de-France;Communes très peu denses;143
02053;Vallées en Champagne;Hauts-de-France;Communes très peu denses;566
02054;Bazoches-sur-Vesles;Hauts-de-France;Communes peu denses;462
02055;Beaumé;Hauts-de-France;Communes très peu denses;95
02056;Beaumont-en-Beine;Hauts-de-France;Communes très peu denses;175
02057;Beaurevoir;Hauts-de-France;Communes peu denses;1 433
02058;Beaurieux;Hauts-de-France;Communes peu denses;829
02059;Beautor;Hauts-de-France;Communes de densité intermédiaire;2 697
02060;Beauvois-en-Vermandois;Hauts-de-France;Communes très peu denses;275
02061;Becquigny;Hauts-de-France;Communes peu denses;260
02062;Belleau;Hauts-de-France;Communes très peu denses;136
02063;Bellenglise;Hauts-de-France;Communes peu denses;384
02064;Belleu;Hauts-de-France;Communes de densité intermédiaire;3 740
02065;Bellicourt;Hauts-de-France;Communes peu denses;604
02066;Benay;Hauts-de-France;Communes très peu denses;208
02067;Bergues-sur-Sambre;Hauts-de-France;Communes très peu denses;213
02068;Berlancourt;Hauts-de-France;Communes très peu denses;113
02069;Berlise;Hauts-de-France;Communes très peu denses;115
02070;Bernot;Hauts-de-France;Communes peu denses;446
02071;Berny-Rivière;Hauts-de-France;Communes peu denses;648
02072;Berrieux;Hauts-de-France;Communes très peu denses;190
02073;Berry-au-Bac;Hauts-de-France;Communes peu denses;655
02074;Bertaucourt-Epourdon;Hauts-de-France;Communes peu denses;609
02075;Berthenicourt;Hauts-de-France;Communes peu denses;202
02076;Bertricourt;Hauts-de-France;Communes très peu denses;167
02077;Berzy-le-Sec;Hauts-de-France;Communes peu denses;390
02078;Besmé;Hauts-de-France;Communes très peu denses;157
02079;Besmont;Hauts-de-France;Communes très peu denses;156
02080;Besny-et-Loizy;Hauts-de-France;Communes très peu denses;359
02081;Béthancourt-en-Vaux;Hauts-de-France;Communes peu denses;463
02082;Beugneux;Hauts-de-France;Communes très peu denses;110
02083;Beuvardes;Hauts-de-France;Communes peu denses;739
02084;Bézu-le-Guéry;Hauts-de-France;Communes très peu denses;260
02085;Bézu-Saint-Germain;Hauts-de-France;Communes peu denses;1 063
02086;Bichancourt;Hauts-de-France;Communes de densité intermédiaire;1 074
02087;Bieuxy;Hauts-de-France;Communes très peu denses;28
02088;Bièvres;Hauts-de-France;Communes très peu denses;84
02089;Billy-sur-Aisne;Hauts-de-France;Communes peu denses;1 162
02090;Billy-sur-Ourcq;Hauts-de-France;Communes très peu denses;216
02091;Blanzy-lès-Fismes;Hauts-de-France;Communes très peu denses;112
02093;Blérancourt;Hauts-de-France;Communes peu denses;1 270
02094;Blesmes;Hauts-de-France;Communes peu denses;436
02095;Bohain-en-Vermandois;Hauts-de-France;Communes de densité intermédiaire;5 652
02096;Bois-lès-Pargny;Hauts-de-France;Communes très peu denses;203
02097;Boncourt;Hauts-de-France;Communes très peu denses;261
02098;Bonneil;Hauts-de-France;Communes peu denses;377
02099;Bonnesvalyn;Hauts-de-France;Communes très peu denses;243
02100;Bony;Hauts-de-France;Communes très peu denses;137
02101;Bosmont-sur-Serre;Hauts-de-France;Communes très peu denses;196
02102;Bouconville-Vauclair;Hauts-de-France;Communes très peu denses;185
02103;Boué;Hauts-de-France;Communes peu denses;1 316
02104;Bouffignereux;Hauts-de-France;Communes très peu denses;103
02105;Bouresches;Hauts-de-France;Communes très peu denses;203
02106;Bourg-et-Comin;Hauts-de-France;Communes peu denses;827
02107;Bourguignon-sous-Coucy;Hauts-de-France;Communes très peu denses;101
02108;Bourguignon-sous-Montbavin;Hauts-de-France;Communes peu denses;155
02109;La Bouteille;Hauts-de-France;Communes peu denses;491
02110;Braine;Hauts-de-France;Communes peu denses;2 231
02111;Brancourt-en-Laonnois;Hauts-de-France;Communes peu denses;707
02112;Brancourt-le-Grand;Hauts-de-France;Communes peu denses;573
02114;Brasles;Hauts-de-France;Communes de densité intermédiaire;1 484
02115;Braye-en-Laonnois;Hauts-de-France;Communes très peu denses;211
02116;Braye-en-Thiérache;Hauts-de-France;Communes très peu denses;145
02117;Bray-Saint-Christophe;Hauts-de-France;Communes très peu denses;68
02118;Braye;Hauts-de-France;Communes peu denses;120
02119;Brécy;Hauts-de-France;Communes peu denses;343
02120;Brenelle;Hauts-de-France;Communes très peu denses;196
02121;Breny;Hauts-de-France;Communes très peu denses;248
02122;Brie;Hauts-de-France;Communes très peu denses;52
02123;Brissay-Choigny;Hauts-de-France;Communes peu denses;300
02124;Brissy-Hamégicourt;Hauts-de-France;Communes peu denses;654
02125;Brumetz;Hauts-de-France;Communes très peu denses;213
02126;Brunehamel;Hauts-de-France;Communes peu denses;472
02127;Bruyères-sur-Fère;Hauts-de-France;Communes très peu denses;185
02128;Bruyères-et-Montbérault;Hauts-de-France;Communes peu denses;1 534
02129;Bruys;Hauts-de-France;Communes très peu denses;20
02130;Bucilly;Hauts-de-France;Communes très peu denses;189
02131;Bucy-le-Long;Hauts-de-France;Communes peu denses;1 888
02132;Bucy-lès-Cerny;Hauts-de-France;Communes très peu denses;210
02133;Bucy-lès-Pierrepont;Hauts-de-France;Communes peu denses;416
02134;Buire;Hauts-de-France;Communes de densité intermédiaire;871
02135;Buironfosse;Hauts-de-France;Communes peu denses;1 146
02136;Burelles;Hauts-de-France;Communes très peu denses;129
02137;Bussiares;Hauts-de-France;Communes très peu denses;149
02138;Buzancy;Hauts-de-France;Communes très peu denses;189
02139;Caillouël-Crépigny;Hauts-de-France;Communes peu denses;436
02140;Camelin;Hauts-de-France;Communes peu denses;454
02141;La Capelle;Hauts-de-France;Communes peu denses;1 801
02142;Castres;Hauts-de-France;Communes peu denses;244
02143;Le Catelet;Hauts-de-France;Communes peu denses;194
02144;Caulaincourt;Hauts-de-France;Communes très peu denses;146
02145;Caumont;Hauts-de-France;Communes peu denses;552
02146;Celles-lès-Condé;Hauts-de-France;Communes peu denses;84
02148;Celles-sur-Aisne;Hauts-de-France;Communes peu denses;259
02149;Cerizy;Hauts-de-France;Communes très peu denses;67
02150;Cerny-en-Laonnois;Hauts-de-France;Communes très peu denses;65
02151;Cerny-lès-Bucy;Hauts-de-France;Communes très peu denses;114
02152;Cerseuil;Hauts-de-France;Communes très peu denses;89
02153;Cessières-Suzy;Hauts-de-France;Communes peu denses;764
02154;Chacrise;Hauts-de-France;Communes très peu denses;359
02155;Chaillevois;Hauts-de-France;Communes peu denses;178
02156;Chalandry;Hauts-de-France;Communes très peu denses;250
02157;Chambry;Hauts-de-France;Communes de densité intermédiaire;840
02158;Chamouille;Hauts-de-France;Communes peu denses;289
02159;Champs;Hauts-de-France;Communes très peu denses;281
02160;Chaourse;Hauts-de-France;Communes peu denses;535
02162;La Chapelle-sur-Chézy;Hauts-de-France;Communes peu denses;279
02163;Charly-sur-Marne;Hauts-de-France;Communes de densité intermédiaire;2 638
02164;Le Charmel;Hauts-de-France;Communes peu denses;318
02165;Charmes;Hauts-de-France;Communes de densité intermédiaire;1 642
02166;Chartèves;Hauts-de-France;Communes peu denses;350
02167;Chassemy;Hauts-de-France;Communes peu denses;876
02168;Château-Thierry;Hauts-de-France;Communes de densité intermédiaire;14 847
02169;Châtillon-lès-Sons;Hauts-de-France;Communes très peu denses;85
02170;Châtillon-sur-Oise;Hauts-de-France;Communes peu denses;127
02171;Chaudardes;Hauts-de-France;Communes très peu denses;86
02172;Chaudun;Hauts-de-France;Communes très peu denses;249
02173;Chauny;Hauts-de-France;Communes de densité intermédiaire;11 975
02174;Chavignon;Hauts-de-France;Communes peu denses;817
02175;Chavigny;Hauts-de-France;Communes très peu denses;142
02176;Chavonne;Hauts-de-France;Communes peu denses;204
02177;Chérêt;Hauts-de-France;Communes peu denses;144
02178;Chermizy-Ailles;Hauts-de-France;Communes très peu denses;108
02179;Chéry-Chartreuve;Hauts-de-France;Communes très peu denses;390
02180;Chéry-lès-Pouilly;Hauts-de-France;Communes peu denses;702
02181;Chéry-lès-Rozoy;Hauts-de-France;Communes très peu denses;83
02182;Chevennes;Hauts-de-France;Communes peu denses;130
02183;Chevregny;Hauts-de-France;Communes très peu denses;190
02184;Chevresis-Monceau;Hauts-de-France;Communes peu denses;360
02185;Chézy-en-Orxois;Hauts-de-France;Communes peu denses;411
02186;Chézy-sur-Marne;Hauts-de-France;Communes peu denses;1 350
02187;Chierry;Hauts-de-France;Communes de densité intermédiaire;1 097
02188;Chigny;Hauts-de-France;Communes très peu denses;150
02189;Chivres-en-Laonnois;Hauts-de-France;Communes peu denses;368
02190;Chivres-Val;Hauts-de-France;Communes peu denses;538
02191;Chivy-lès-Étouvelles;Hauts-de-France;Communes peu denses;512
02192;Chouy;Hauts-de-France;Communes très peu denses;370
02193;Cierges;Hauts-de-France;Communes très peu denses;68
02194;Cilly;Hauts-de-France;Communes très peu denses;201
02195;Ciry-Salsogne;Hauts-de-France;Communes peu denses;924
02196;Clacy-et-Thierret;Hauts-de-France;Communes peu denses;317
02197;Clairfontaine;Hauts-de-France;Communes très peu denses;562
02198;Clamecy;Hauts-de-France;Communes peu denses;226
02199;Clastres;Hauts-de-France;Communes peu denses;652
02200;Clermont-les-Fermes;Hauts-de-France;Communes très peu denses;127
02201;Coeuvres-et-Valsery;Hauts-de-France;Communes peu denses;439
02203;Coincy;Hauts-de-France;Communes peu denses;1 326
02204;Coingt;Hauts-de-France;Communes très peu denses;68
02205;Colligis-Crandelain;Hauts-de-France;Communes peu denses;241
02206;Colonfay;Hauts-de-France;Communes très peu denses;80
02207;Commenchon;Hauts-de-France;Communes peu denses;210
02208;Concevreux;Hauts-de-France;Communes très peu denses;280
02209;Condé-en-Brie;Hauts-de-France;Communes peu denses;675
02210;Condé-sur-Aisne;Hauts-de-France;Communes peu denses;358
02211;Condé-sur-Suippe;Hauts-de-France;Communes peu denses;279
02212;Condren;Hauts-de-France;Communes peu denses;707
02213;Connigis;Hauts-de-France;Communes peu denses;328
02214;Contescourt;Hauts-de-France;Communes peu denses;61
02215;Corbeny;Hauts-de-France;Communes peu denses;767
02216;Corcy;Hauts-de-France;Communes peu denses;309
02217;Coucy-le-Château-Auffrique;Hauts-de-France;Communes peu denses;1 025
02218;Coucy-lès-Eppes;Hauts-de-France;Communes peu denses;623
02219;Coucy-la-Ville;Hauts-de-France;Communes très peu denses;218
02220;Coulonges-Cohan;Hauts-de-France;Communes très peu denses;436
02221;Coupru;Hauts-de-France;Communes très peu denses;154
02222;Courbes;Hauts-de-France;Communes très peu denses;30
02223;Courboin;Hauts-de-France;Communes très peu denses;299
02224;Courcelles-sur-Vesle;Hauts-de-France;Communes peu denses;355
02225;Courchamps;Hauts-de-France;Communes très peu denses;90
02226;Courmelles;Hauts-de-France;Communes de densité intermédiaire;1 813
02227;Courmont;Hauts-de-France;Communes très peu denses;140
02228;Courtemont-Varennes;Hauts-de-France;Communes peu denses;329
02229;Courtrizy-et-Fussigny;Hauts-de-France;Communes peu denses;65
02230;Couvrelles;Hauts-de-France;Communes très peu denses;188
02231;Couvron-et-Aumencourt;Hauts-de-France;Communes peu denses;928
02232;Coyolles;Hauts-de-France;Communes peu denses;346
02233;Cramaille;Hauts-de-France;Communes très peu denses;138
02234;Craonne;Hauts-de-France;Communes très peu denses;80
02235;Craonnelle;Hauts-de-France;Communes très peu denses;117
02236;Crécy-au-Mont;Hauts-de-France;Communes peu denses;354
02237;Crécy-sur-Serre;Hauts-de-France;Communes peu denses;1 496
02238;Crépy;Hauts-de-France;Communes peu denses;1 869
02239;Crézancy;Hauts-de-France;Communes peu denses;1 225
02240;Croix-Fonsomme;Hauts-de-France;Communes très peu denses;253
02241;La Croix-sur-Ourcq;Hauts-de-France;Communes très peu denses;108
02242;Crouttes-sur-Marne;Hauts-de-France;Communes peu denses;644
02243;Crouy;Hauts-de-France;Communes de densité intermédiaire;2 900
02244;Crupilly;Hauts-de-France;Communes très peu denses;66
02245;Cuffies;Hauts-de-France;Communes de densité intermédiaire;1 796
02246;Cugny;Hauts-de-France;Communes peu denses;601
02248;Cuirieux;Hauts-de-France;Communes très peu denses;158
02249;Cuiry-Housse;Hauts-de-France;Communes très peu denses;104
02250;Cuiry-lès-Chaudardes;Hauts-de-France;Communes très peu denses;74
02251;Cuiry-lès-Iviers;Hauts-de-France;Communes très peu denses;28
02252;Cuissy-et-Geny;Hauts-de-France;Communes peu denses;71
02253;Cuisy-en-Almont;Hauts-de-France;Communes peu denses;352
02254;Cutry;Hauts-de-France;Communes peu denses;127
02255;Cys-la-Commune;Hauts-de-France;Communes peu denses;138
02256;Dagny-Lambercy;Hauts-de-France;Communes très peu denses;128
02257;Dallon;Hauts-de-France;Communes peu denses;436
02258;Dammard;Hauts-de-France;Communes peu denses;387
02259;Dampleux;Hauts-de-France;Communes peu denses;400
02260;Danizy;Hauts-de-France;Communes de densité intermédiaire;629
02261;Dercy;Hauts-de-France;Communes peu denses;391
02262;Deuillet;Hauts-de-France;Communes peu denses;219
02263;Dhuizel;Hauts-de-France;Communes très peu denses;115
02264;Dizy-le-Gros;Hauts-de-France;Communes peu denses;758
02265;Dohis;Hauts-de-France;Communes très peu denses;97
02266;Dolignon;Hauts-de-France;Communes très peu denses;50
02267;Dommiers;Hauts-de-France;Communes peu denses;287
02268;Domptin;Hauts-de-France;Communes peu denses;660
02269;Dorengt;Hauts-de-France;Communes très peu denses;154
02270;Douchy;Hauts-de-France;Communes très peu denses;160
02271;Dravegny;Hauts-de-France;Communes très peu denses;137
02272;Droizy;Hauts-de-France;Communes très peu denses;74
02273;Dury;Hauts-de-France;Communes peu denses;222
02274;Ébouleau;Hauts-de-France;Communes très peu denses;204
02275;Effry;Hauts-de-France;Communes peu denses;329
02276;Englancourt;Hauts-de-France;Communes très peu denses;127
02277;Épagny;Hauts-de-France;Communes peu denses;336
02278;Éparcy;Hauts-de-France;Communes très peu denses;31
02279;Épaux-Bézu;Hauts-de-France;Communes peu denses;559
02280;Épieds;Hauts-de-France;Communes très peu denses;384
02281;L'Épine-aux-Bois;Hauts-de-France;Communes très peu denses;263
02282;Eppes;Hauts-de-France;Communes peu denses;416
02283;Erlon;Hauts-de-France;Communes peu denses;282
02284;Erloy;Hauts-de-France;Communes très peu denses;93
02286;Esquéhéries;Hauts-de-France;Communes peu denses;858
02287;Essigny-le-Grand;Hauts-de-France;Communes peu denses;1 039
02288;Essigny-le-Petit;Hauts-de-France;Communes peu denses;349
02289;Essises;Hauts-de-France;Communes peu denses;422
